3827	uchwała nr XXVI/152/13 Rady Miejskiej w Niemczy z dnia 31 stycznia 2013r. w sprawie uchwalenia budżetu Miasta i Gminy Niemcza na rok 2013 	http://edzienniki.duw.pl/duw/WDU_D/2013/3827/akt.pdf	czerwiec	2013	2013-01-31
3823	uchwała nr XXVII/270/12 Rady Miejskiej w Lwówku Śląskim z dnia 28 grudnia 2012r. w sprawie uchwalenia budżetu Gminy i&nbsp;Miasta Lwówek Śląski na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3823/akt.pdf	czerwiec	2013	2012-12-28
3809	uchwała nr LIV/198/12 Rady Miejskiej w Ścinawie z dnia 28 grudnia 2012r. w sprawie uchwalenia budżetu Miasta i Gminy Ścinawa na 2013 rok.	http://edzienniki.duw.pl/duw/WDU_D/2013/3809/akt.pdf	czerwiec	2013	2012-12-28
3783	uchwała nr XLV/210/13 Rady Miejskiej w Kowarach z dnia 29 stycznia 2013r. w sprawie uchwały budżetowej Miasta Kowary na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/3783/akt.pdf	czerwiec	2013	2013-01-29
3771	uchwała nr XXXVIII/251/13 Rady Miejskiej w Głogowie z dnia 8 stycznia 2013r. w sprawie uchwalenia budżetu Gminy Miejskiej Głogów na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3771/akt.pdf	czerwiec	2013	2013-01-08
3759	uchwała nr XXV.126.2012 Rady Miasta Wojcieszów z dnia 27 grudnia 2012r. w sprawie budżetu Gminy Wojcieszów na 2013 rok 	http://edzienniki.duw.pl/duw/WDU_D/2013/3759/akt.pdf	czerwiec	2013	2012-12-27
3709	uchwała nr XXX/195/12 Rady Miejskiej Lądka-Zdroju z dnia 20 grudnia 2012r. w sprawie budżetu	http://edzienniki.duw.pl/duw/WDU_D/2013/3709/akt.pdf	czerwiec	2013	2012-12-20
3485	uchwała nr XXIV/121/2012 Rady Miejskiej w Międzylesiu z dnia 18 grudnia 2012r. w sprawie uchwalenia budżetu gminy Międzylesie na rok 2013 r. 	http://edzienniki.duw.pl/duw/WDU_D/2013/3485/akt.pdf	czerwiec	2013	2012-12-18
3387	uchwała nr XI/220/12 Rady Miejskiej w Lubawce z dnia 29 grudnia 2012r. w sprawie uchwały budżetowej Gminy Lubawka na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3387/akt.pdf	maj	2013	2012-12-29
3253	uchwała nr 440/XXI/12 Rady Miejskiej Węglińca z dnia 31 grudnia 2012r. w sprawie budżetu gminy Węgliniec na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/3253/akt.pdf	maj	2013	2012-12-31
3251	uchwała nr XXXVII/174/2012 Rady Miejskiej w Głuszycy z dnia 28 grudnia 2012r. w sprawie budżetu gminy Głuszyca na rok 2013 	http://edzienniki.duw.pl/duw/WDU_D/2013/3251/akt.pdf	maj	2013	2012-12-28
2825	uchwała nr XXXII/235/2012 Rady Miasta Lubań z dnia 21 grudnia 2012r. w sprawie budżetu Miasta Lubań na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2825/akt.pdf	kwiecień	2013	2012-12-21
2795	uchwała nr 0007.XXVIII.193.2012 Rady Miejskiej w Żmigrodzie z dnia 28 grudnia 2012r. w sprawie przyjęcia budżetu Gminy na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2795/akt.pdf	kwiecień	2013	2012-12-28
