6669	uchwała nr 451/VI/2013 Rady Gminy Kłodzko z dnia 19 grudnia 2013r. w sprawie zmiany Uchwały Nr 50/VI/2011 Rady Gminy Kłodzko z&nbsp;dnia 30&nbsp;marca 2011&nbsp;r. w&nbsp;sprawie zasad udzielania dotacji celowych na realizację przedsięwzięć związanych z&nbsp;ochroną środowiska i&nbsp;gospodarką wodną	http://edzienniki.duw.pl/duw/WDU_D/2013/6669/akt.pdf	grudzień	2013	2013-12-19
6667	uchwała nr XXIX/175/2013 Rady Gminy Ruja z dnia 19 grudnia 2013r. w sprawie zasad gospodarowania nieruchomościami stanowiącymi własność Gminy Ruja	http://edzienniki.duw.pl/duw/WDU_D/2013/6667/akt.pdf	grudzień	2013	2013-12-19
6665	uchwała nr L/1232/13 Rady Miejskiej Wrocławia z dnia 28 listopada 2013r. zmieniająca uchwałę nr XXXVI/810/12 Rady Miejskiej Wrocławia w sprawie budżetu Miasta na 2013&nbsp;rok	http://edzienniki.duw.pl/duw/WDU_D/2013/6665/akt.pdf	grudzień	2013	2013-11-28
6663	uchwała nr XLVI/232/2013 Rady Miejskiej w Zawidowie z dnia 19 grudnia 2013r. zmieniająca uchwałę w&nbsp;sprawie podziału gminy miejskiej Zawidów na stałe obwody głosowania, ustalenia ich numerów, granic i&nbsp;siedzib obwodowych komisji wyborczych	http://edzienniki.duw.pl/duw/WDU_D/2013/6663/akt.pdf	grudzień	2013	2013-12-19
6661	uchwała nr XLI/350/13 Rady Miejskiej w Obornikach Śląskich z dnia 12 grudnia 2013r. w sprawie zmiany miejscowego planu zagospodarowania przestrzennego dla Gminy Oborniki Śląskie dla obrębu Pęgów	http://edzienniki.duw.pl/duw/WDU_D/2013/6661/akt.pdf	grudzień	2013	2013-12-12
6659	uchwała nr XXVI/211/2013 Rady Powiatu Polkowickiego z dnia 19 grudnia 2013r. w sprawie ustalenia przebiegu drogi powiatowej nr 1001D	http://edzienniki.duw.pl/duw/WDU_D/2013/6659/akt.pdf	grudzień	2013	2013-12-19
6657	uchwała nr XLIX/313/2013 Rady Powiatu w Lubinie z dnia 18 grudnia 2013r. w sprawie warunków rozwoju sportu w&nbsp;Powiecie Lubińskim	http://edzienniki.duw.pl/duw/WDU_D/2013/6657/akt.pdf	grudzień	2013	2013-12-18
6655	uchwała nr XLVI/343/13 Rady Miejskiej w Lubinie z dnia 17 grudnia 2013r. w sprawie zmiany Uchwały Nr V/40/11 Rady Miejskiej w&nbsp;Lubinie z&nbsp;dnia 22&nbsp;lutego 2011&nbsp;r. w&nbsp;sprawie nadania Statutu Miejskiej Bibliotece Publicznej im. Stanisława Staszica w&nbsp;Lubinie.	http://edzienniki.duw.pl/duw/WDU_D/2013/6655/akt.pdf	grudzień	2013	2013-12-17
6653	uchwała nr LI/242/2013 Rady Gminy Grębocice z dnia 17 grudnia 2013r. w sprawie zmiany uchwały Nr XLIV/213/2013 Rady Gminy Grębocice z&nbsp;dnia 25&nbsp;czerwca 2013&nbsp;r. w&nbsp;sprawie wysokości stawek opłat za zajęcie pasa drogowego	http://edzienniki.duw.pl/duw/WDU_D/2013/6653/akt.pdf	grudzień	2013	2013-12-17
6651	uchwała nr XXXVII/246/13 Rady Powiatu Wołowskiego z dnia 22 listopada 2013r. w sprawie zmiany budżetu Powiatu Wołowskiego na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/6651/akt.pdf	grudzień	2013	2013-11-22
6649	uchwała nr XXXIV/227/13 Rady Powiatu Wołowskiego z dnia 20 sierpnia 2013r. w sprawie zmiany budżetu Powiatu Wołowskiego na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/6649/akt.pdf	grudzień	2013	2013-08-20
6647	uchwała nr XXXVII/69/13 Rady Miejskiej w Szczawnie-Zdroju z dnia 2 grudnia 2013r. w sprawie miejscowego planu zagospodarowania przestrzennego Uzdrowiskowej Gminy Miejskiej Szczawno-Zdrój dla strefy „A” ochrony uzdrowiskowej	http://edzienniki.duw.pl/duw/WDU_D/2013/6647/akt.pdf	grudzień	2013	2013-12-02
6645	obwieszczenie  Komisarza Wyborczego w Wałbrzychu z dnia 30 grudnia 2013r. w sprawie podania do publicznej wiadomości informacji o&nbsp;zmianach w&nbsp;składzie Rady Miejskiej w Strzegomiu	http://edzienniki.duw.pl/duw/WDU_D/2013/6645/akt.pdf	grudzień	2013	2013-12-30
6643	uchwała nr XLV/441/13 Rady Miejskiej Bielawy z dnia 18 grudnia 2013r. w sprawie udzielenia upoważnienia Dyrektorowi Ośrodka Pomocy Społecznej w&nbsp;Bielawie	http://edzienniki.duw.pl/duw/WDU_D/2013/6643/akt.pdf	grudzień	2013	2013-12-18
6641	uchwała nr XLVII/336/2013 Rady Gminy Lubin z dnia 18 grudnia 2013r. w sprawie zmiany uchwały nr XXXIX/268/2013 Rady Gminy Lubin z&nbsp;dnia 6&nbsp;marca 2013r. w&nbsp;sprawie regulaminu utrzymania czystości i&nbsp;porządku na terenie Gminy Lubin	http://edzienniki.duw.pl/duw/WDU_D/2013/6641/akt.pdf	grudzień	2013	2013-12-18
6639	uchwała nr 346/XLI/13 Rady Miasta Nowa Ruda z dnia 18 grudnia 2013r. zmieniająca uchwałę Nr 106/XVIII/11 Rady Miejskiej w Nowej Rudzie w sprawie Statutu Gminy Miejskiej Nowa Ruda 	http://edzienniki.duw.pl/duw/WDU_D/2013/6639/akt.pdf	grudzień	2013	2013-12-18
6637	uchwała nr XL/419/13 Rady Miejskiej w Lwówku Śląskim z dnia 28 listopada 2013r. w sprawie w&nbsp;sprawie zmiany uchwały nr XXVIII/294/13 Rady Miejskiej w&nbsp;Lwówku Śląskim z&nbsp;dnia 31&nbsp;stycznia 2013&nbsp;r. w&nbsp;sprawie określenia wzoru deklaracji o&nbsp;wysokości opłaty za gospodarowanie odpadami komunalnymi składanej przez właściciela nieruchomości	http://edzienniki.duw.pl/duw/WDU_D/2013/6637/akt.pdf	grudzień	2013	2013-11-28
6635	uchwała nr XXXVI/209/2013 Rady Gminy Walim z dnia 17 grudnia 2013r. w sprawie wieloletniego programu gospodarowania mieszkaniowym zasobem gminy Walim na lata 2014&nbsp;- 2018	http://edzienniki.duw.pl/duw/WDU_D/2013/6635/akt.pdf	grudzień	2013	2013-12-17
6633	rozstrzygnięcie nadzorcze nr NK-N.4131.13.19.2013.SP1 Wojewody Dolnośląskiego z dnia 19 grudnia 2013r. stwierdzające nieważność uchwały Rady Gminy Chojnów Nr XLII.280.2013 z dnia 27 listopada 2013 r. w sprawie upoważnienia Kierownika Gminnego Ośrodka Pomocy Społecznej w Chojnowie do załatwiania indywidualnych spraw z zakresu administracji publicznej	http://edzienniki.duw.pl/duw/WDU_D/2013/6633/akt.pdf	grudzień	2013	2013-12-19
6631	zarządzenie nr 27 Regionalnego Dyrektora Ochrony Środowiska we Wrocławiu z dnia 20 grudnia 2013r. w sprawie ustanowienia planu ochrony dla rezerwatu przyrody "Torfowiska Doliny Izery"	http://edzienniki.duw.pl/duw/WDU_D/2013/6631/akt.pdf	grudzień	2013	2013-12-20
6629	zarządzenie nr 0050.231.2013 Burmistrza Bystrzycy Kłodzkiej z dnia 18 lipca 2013r. w sprawie ogłoszenia sprawozdania z wykonania budżetu za 2012 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/6629/akt.pdf	grudzień	2013	2013-07-18
6627	sprawozdanie  Prezydenta Miasta Świdnicy z dnia 28 czerwca 2013r. w sprawie wykonania budżetu Miasta Świdnicy za 2012 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/6627/akt.pdf	grudzień	2013	2013-06-28
6625	uchwała nr XXXII/208/2013 Rady Powiatu Milickiego z dnia 19 grudnia 2013r. w sprawie ustalenia rozkładu godzin pracy aptek ogólnodostępnych, działających na terenie powiatu milickiego w 2014r.	http://edzienniki.duw.pl/duw/WDU_D/2013/6625/akt.pdf	grudzień	2013	2013-12-19
6623	uchwała nr VI/XXXVIII/330/13 Rady Gminy Wisznia Mała z dnia 19 grudnia 2013r. w sprawie zmiany uchwały Rady Gminy Wisznia Mała Nr VI/XXXVII/316/13 z&nbsp;dnia 27&nbsp;listopada 2013&nbsp;r. w&nbsp;sprawie określenia wysokości stawek podatku od środków transportowych	http://edzienniki.duw.pl/duw/WDU_D/2013/6623/akt.pdf	grudzień	2013	2013-12-19
6621	uchwała nr XXXIX/324/13 Rady Gminy Podgórzyn z dnia 17 grudnia 2013r. w sprawie zmiany uchwały nr XXX/248/13 Rady Gminy Podgórzyn z dnia 29 kwietnia 2013r. w sprawie uchwalenia Wieloletniego Programu Gospodarowania Mieszkaniowym Zasobem Gminy na lata 2013-2017.	http://edzienniki.duw.pl/duw/WDU_D/2013/6621/akt.pdf	grudzień	2013	2013-12-17
6619	uchwała nr XXXIX/320/13 Rady Gminy Podgórzyn z dnia 17 grudnia 2013r. w sprawie poboru w drodze inkasa opłaty targowej na terenie Gminy Podgórzyn.	http://edzienniki.duw.pl/duw/WDU_D/2013/6619/akt.pdf	grudzień	2013	2013-12-17
6617	uchwała nr XXXVIII/308/13 Rady Miejskiej Stronia Śląskiego z dnia 16 grudnia 2013r. W sprawie określenia przystanków komunikacyjnych udostępnianych dla operatorów i&nbsp;przewoźników, których właścicielem lub zarządzającym jest gmina Stronie Śląskie, oraz warunków i&nbsp;zasad korzystania z&nbsp;tych przystanków.	http://edzienniki.duw.pl/duw/WDU_D/2013/6617/akt.pdf	grudzień	2013	2013-12-16
